x	y	color	is_highlight
25188.154296875	16860.279296875	5	false
25151.51171875	17047.732421875	5	false
25217.58203125	16818.638671875	5	false
25200.36328125	16963.85546875	5	false
25232.03125	16893.77734375	5	false
25263.474609375	16949.865234375	5	false
24558.947265625	17090.650390625	5	true
24688.158203125	16974.083984375	5	true
24765.69921875	17064.50390625	5	true
24796.8984375	16859.1328125	5	true
24185.896484375	17651.216796875	5	true
24245.072265625	17699.57421875	5	true
24255.388671875	17713.583984375	5	true
24264.720703125	17675.6015625	5	true
24352.7421875	17706.7421875	5	true
24349.7421875	17877.904296875	5	true
24486.91796875	17813.814453125	5	true
24452.677734375	17690.591796875	5	true
24476.0078125	17650.666015625	5	true
24472.18359375	17857.7578125	5	true
23758.638671875	17664.98828125	5	true
23896.10546875	17649.97265625	5	true
23945.81640625	17782.279296875	5	true
24021.42578125	17860.203125	5	true
24038.927734375	17767.58203125	5	true
24136.587890625	17848.7890625	5	true
24226.642578125	17602.7734375	5	true
24327.31640625	17602.921875	5	true
24481.6328125	17335.85546875	5	true
23749.89453125	17466.080078125	5	true
23827.521484375	17416.4375	5	true
23844.92578125	17392.498046875	5	true
23481.41796875	17782.142578125	5	true
23478.2421875	17742.58203125	5	true
23450.673828125	17794.388671875	5	true
23512.408203125	17782.126953125	5	true
23509.072265625	17738.478515625	5	true
23570.2734375	17783.72265625	5	true
23625.359375	17663.22265625	5	true
23176.841796875	17676.416015625	5	true
23279.0234375	17895.26953125	5	true
23697.96875	17453.201171875	5	true
23718.962890625	17631.02734375	5	true
23690.56640625	17360.26171875	5	true
23165.521484375	17584.068359375	5	true
23079.689453125	17395.958984375	5	true
23075.09765625	17360.06640625	5	true
23155.7265625	17404.61328125	5	true
22866.861328125	17539.63671875	5	true
23304.94140625	17481.42578125	5	true
24247.083984375	17153.5625	5	true
24258.802734375	17051.451171875	5	true
24317.33203125	17161.595703125	5	true
24346.734375	17265.658203125	5	true
24439.8203125	17270.6171875	5	true
24446.37109375	17234.412109375	5	true
24383.197265625	17173.810546875	5	true
24426.5703125	17053.345703125	5	true
24476.37109375	17181.419921875	5	true
24493.677734375	17162.78125	5	true
23777	17070.443359375	5	true
23905.58984375	17081.806640625	5	true
23879.7421875	17160.224609375	5	true
23856.158203125	17316.5625	5	true
23874.796875	17129.078125	5	true
24018.626953125	17104.08984375	5	true
24110.4140625	17121.03125	5	true
24208.978515625	16826.119140625	5	true
24202.07421875	17000.083984375	5	true
24304.830078125	16975.8046875	5	true
24423.275390625	16925.90234375	5	true
23846.669921875	17006.158203125	5	true
23953.6171875	16890.041015625	5	true
23957.458984375	16840.705078125	5	true
24108.787109375	16879.640625	5	true
24009.619140625	16987.607421875	5	true
23975.9375	16903.42578125	5	true
24113.52734375	16846.4921875	5	true
23614.724609375	17145.708984375	5	true
23739.861328125	17143.529296875	5	true
23769.869140625	17048.525390625	5	true
22981.98046875	17078.068359375	5	true
23106.90234375	17243.28515625	5	true
23206.7265625	17156.259765625	5	true
23033.5546875	17181.607421875	5	true
23007.939453125	17121.173828125	5	true
23220.25	17303.716796875	5	true
23238.50390625	17044.955078125	5	true
23263.296875	17133.17578125	5	true
23312.509765625	17142.638671875	5	true
23232.4609375	17134.158203125	5	true
23310.021484375	16890.841796875	5	true
23347.4140625	16917.001953125	5	true
23423.021484375	16934.46875	5	true
23489.365234375	16991.220703125	5	true
23769.203125	16966.193359375	5	true
23749.546875	16880.390625	5	true
23753.548828125	16836.970703125	5	true
22947.091796875	17005.8828125	5	true
22949.81640625	16875.658203125	5	true
23303.5234375	16992.921875	5	true
25805.8046875	16692.072265625	5	false
25836.888671875	16684.828125	5	false
25859.275390625	16607.841796875	5	false
25880.810546875	16768.126953125	5	false
25859.0390625	16568.796875	5	false
26022.94921875	16775.064453125	5	false
26026.0078125	16629.36328125	5	false
26016.6328125	16692.654296875	5	false
25320.212890625	16653.955078125	5	false
25447.978515625	16554.1484375	5	false
25746.609375	16476.138671875	5	false
25404.7890625	16521.978515625	5	false
24965.34765625	16641.703125	5	false
24956.078125	16788.064453125	5	false
25000.6171875	16691.83203125	5	false
25039.306640625	16757.890625	5	false
25204.47265625	16792.63671875	5	false
25212.078125	16703.279296875	5	false
25232.513671875	16752.251953125	5	false
24756.056640625	16614.98046875	5	false
24824.703125	16793.01953125	5	false
24907.796875	16773.533203125	5	false
24680.173828125	16806.970703125	5	false
24651.89453125	16796.373046875	5	false
24926.52734375	16787.99609375	5	false
24907.744140625	16539.0625	5	false
24957.412109375	16404.908203125	5	false
25046.31640625	16397.45703125	5	false
25012.072265625	16427.564453125	5	false
24968.421875	16365.7705078125	5	false
25030.125	16274.66796875	5	false
24967.21875	16503.154296875	5	false
24683.439453125	16503.744140625	5	false
24736.5390625	16280.251953125	5	false
24779.5	16449.865234375	5	false
24768.74609375	16335.1279296875	5	false
24870.009765625	16394.708984375	5	false
24839.078125	16367.4287109375	5	false
25831.1640625	16037.3515625	5	false
25829.70703125	16159.76953125	5	false
25874.58203125	16159.1416015625	5	false
26124.6015625	16242.6220703125	5	false
25355.5234375	16144.017578125	5	false
